,word,n_feature
2831,male,8.0
2832,males,9.0
2833,mall,8.0
2834,malt,8.0
2835,malts,9.0
2836,man,12.0
2837,mane,10.0
2838,manes,11.0
2839,mange,11.0
2840,map,6.0
2841,maps,7.0
2842,march,5.0
2843,marched,6.0
2844,mare,36.0
2845,mares,37.0
2846,mark,6.0
2847,marked,7.0
2848,marks,7.0
2849,marsh,5.0
2850,mart,11.0
2851,marts,12.0
2852,mash,7.0
2853,mashed,8.0
2854,mask,4.0
2855,masks,5.0
2856,masque,6.0
2857,mass,5.0
2858,mast,9.0
2859,masts,10.0
2860,mat,6.0
2861,match,4.0
2862,matched,5.0
2863,mate,11.0
2864,mates,12.0
2865,math,9.0
2866,mats,7.0
2867,mauve,6.0
2868,maw,14.0
2869,maws,15.0
2870,max,9.0
2871,may,3.0
2872,maze,8.0
2873,me,8.0
2874,mead,8.0
2875,meads,9.0
2876,meal,12.0
2877,meals,13.0
2878,mean,6.0
2879,means,7.0
2880,meant,7.0
2881,meat,7.0
2882,meats,8.0
2883,meed,7.0
2884,meeds,8.0
2885,meek,7.0
2886,meet,3.0
2887,meld,6.0
2888,melds,7.0
2889,melt,5.0
2890,melts,6.0
2891,men,13.0
2892,mend,7.0
2893,mends,8.0
2894,mere,6.0
2895,merge,6.0
2896,merged,7.0
2897,mesh,5.0
2898,mess,3.0
2899,mew,9.0
2900,mewed,10.0
2901,mews,10.0
2902,mice,23.0
2903,mick,9.0
2904,mid,5.0
2905,midge,26.0
2906,midst,4.0
2907,midsts,5.0
2908,mien,5.0
2909,miens,6.0
2910,mike,7.0
2911,mikes,8.0
2912,mild,4.0
2913,mile,5.0
2914,miles,6.0
2915,milk,6.0
2916,milks,7.0
2917,mill,10.0
2918,mills,11.0
2919,mime,4.0
2920,mince,4.0
2921,minced,5.0
2922,mind,2.0
2923,minds,3.0
2924,mine,5.0
2925,mines,6.0
2926,mink,9.0
2927,minks,10.0
2928,mint,6.0
2929,mints,7.0
2930,minx,12.0
2931,mire,8.0
2932,mirth,6.0
2933,mirths,7.0
2934,miss,4.0
2935,missed,5.0
2936,mist,7.0
2937,mists,8.0
2938,mite,5.0
2939,mites,6.0
2940,mitt,16.0
2941,mitts,17.0
2942,mix,5.0
2943,mixed,6.0
2944,moan,5.0
2945,moaned,6.0
2946,moans,6.0
2947,moat,7.0
2948,moats,8.0
2949,mob,5.0
2950,mobs,6.0
2951,mock,5.0
2952,mocked,6.0
2953,mocks,6.0
2954,mod,10.0
2955,mode,5.0
2956,modes,6.0
2957,moist,6.0
2958,mold,4.0
2959,molds,5.0
2960,mole,7.0
2961,moles,8.0
2962,moll,11.0
2963,molls,12.0
2964,mom,14.0
2965,moms,15.0
2966,monk,10.0
2967,monks,11.0
2968,month,6.0
2969,months,7.0
2970,moo,10.0
2971,mooch,5.0
2972,mood,3.0
2973,moods,4.0
2974,mooed,11.0
2975,moon,4.0
2976,moons,5.0
2977,moor,6.0
2978,moos,11.0
2979,moose,
2980,moose,
2981,moot,6.0
2982,mop,4.0
2983,mope,7.0
2984,mopped,5.0
2985,mops,5.0
2986,more,9.0
2987,morn,4.0
2988,morns,5.0
2989,mosque,30.0
2990,mosques,31.0
2991,moss,5.0
2992,most,9.0
2993,mote,5.0
2994,motes,6.0
2995,moth,24.0
2996,moths,25.0
2997,mound,8.0
2998,mounds,9.0
2999,mount,5.0
3000,mounts,6.0
3001,mourn,7.0
3002,mourned,8.0
3003,mourns,8.0
3004,mouse,22.0
3005,mouth,13.0
3006,mouths,14.0
3007,move,4.0
3008,moved,5.0
3009,moves,5.0
3010,mow,6.0
3011,mowed,7.0
3012,mows,7.0
3013,much,9.0
3014,muck,3.0
3015,mucked,4.0
3016,mucks,4.0
3017,mud,8.0
3018,muds,9.0
3019,muff,7.0
3020,muffs,8.0
3021,mug,5.0
3022,mugs,6.0
3023,mulch,6.0
3024,mule,27.0
3025,mules,28.0
3026,mull,4.0
3027,mum,12.0
3028,mumps,10.0
3029,mums,13.0
3030,munch,5.0
3031,munched,6.0
3032,murk,8.0
3033,murks,9.0
3034,muse,6.0
3035,mush,6.0
3036,musk,6.0
3037,musks,7.0
3038,muss,7.0
3039,must,4.0
3040,mute,6.0
3041,mutt,27.0
3042,mutts,28.0
3043,my,8.0
3044,myrrh,8.0
3045,myrrhs,9.0
3046,myth,9.0
3047,myths,10.0
3048,nab,5.0
3049,nabbed,6.0
3050,nabs,6.0
3051,nag,3.0
3052,nagged,4.0
3053,nags,4.0
3054,nail,8.0
3055,nails,9.0
3056,name,5.0
3057,names,6.0
3058,nap,4.0
3059,nape,11.0
3060,napes,12.0
3061,naps,5.0
3062,narc,10.0
3063,nard,6.0
3064,nards,7.0
3065,naw,11.0
3066,nay,11.0
3067,near,10.0
3068,neat,5.0
3069,neck,7.0
3070,necks,8.0
3071,need,4.0
3072,needs,5.0
3073,neigh,5.0
3074,neighs,6.0
3075,nerve,7.0
3076,nerves,8.0
3077,nest,4.0
3078,nests,5.0
3079,net,7.0
3080,nets,8.0
3081,new,5.0
3082,news,7.0
3083,newt,21.0
3084,newts,22.0
3085,next,9.0
3086,nib,12.0
3087,nibs,13.0
3088,nice,5.0
3089,niche,3.0
3090,nick,7.0
3091,nicked,8.0
3092,nicks,8.0
3093,niece,10.0
3094,nigh,10.0
3095,night,4.0
3096,nights,5.0
3097,nil,5.0
3098,nip,5.0
3099,nips,6.0
3100,nit,6.0
3101,nits,7.0
3102,nix,5.0
3103,no,11.0
3104,nod,6.0
3105,node,4.0
3106,nodes,5.0
3107,nods,7.0
3108,nog,13.0
3109,noise,5.0
3110,nonce,4.0
3111,none,11.0
3112,nook,6.0
3113,nooks,7.0
3114,noon,8.0
3115,noons,9.0
3116,noose,8.0
3117,nor,8.0
3118,norm,9.0
3119,norms,10.0
3120,north,8.0
3121,nose,16.0
3122,not,8.0
3123,notch,6.0
3124,note,4.0
3125,notes,5.0
3126,nought,6.0
3127,noun,8.0
3128,nouns,9.0
3129,now,9.0
3130,nub,8.0
3131,nubs,9.0
3132,nude,7.0
3133,nudge,7.0
3134,nudged,8.0
3135,,
3136,numb,6.0
3137,nun,10.0
3138,nuns,11.0
3139,nurse,11.0
3140,nut,10.0
3141,nuts,
3142,nuts,
3143,nymph,5.0
3144,nymphs,6.0
3145,oaf,10.0
3146,oafs,11.0
3147,oak,7.0
3148,oaks,8.0
3149,oar,7.0
3150,oars,8.0
3151,oat,16.0
3152,oath,8.0
3153,oaths,9.0
3154,oats,17.0
3155,odd,5.0
3156,ode,10.0
3157,odes,11.0
3158,of,7.0
3159,off,8.0
3160,oft,7.0
3161,ohm,6.0
3162,ohms,7.0
3163,oil,8.0
3164,oils,9.0
3165,old,6.0
3166,ole,7.0
3167,on,8.0
3168,once,12.0
3169,oops,6.0
3170,ooze,6.0
3171,or,7.0
3172,orange,9.0
3173,orb,6.0
3174,orbs,7.0
3175,ore,6.0
3176,ores,7.0
3177,ouch,7.0
3178,ought,5.0
3179,ounce,6.0
3180,our,7.0
3181,oust,4.0
3182,ousts,5.0
3183,out,9.0
3184,owe,6.0
3185,owed,7.0
3186,owes,7.0
3187,owl,30.0
3188,owls,31.0
3189,own,3.0
3190,owned,4.0
3191,owns,4.0
3192,ox,35.0
3193,pa,15.0
3194,pace,5.0
3195,pack,7.0
3196,packed,8.0
3197,packs,8.0
3198,pact,7.0
3199,pacts,8.0
3200,pad,6.0
3201,pads,7.0
3202,page,7.0
3203,paid,6.0
3204,pail,9.0
3205,pails,10.0
3206,pain,6.0
3207,pains,7.0
3208,paint,3.0
3209,paints,4.0
3210,pair,4.0
3211,pairs,5.0
3212,pal,9.0
3213,pale,5.0
3214,pall,8.0
3215,palls,9.0
3216,palm,6.0
3217,palms,7.0
3218,pals,10.0
3219,pan,8.0
3220,pane,5.0
3221,panes,6.0
3222,pang,5.0
3223,pangs,6.0
3224,pans,9.0
3225,pant,10.0
3226,pants,
3227,pants,
3228,pants,
3229,pap,6.0
3230,par,6.0
3231,parch,5.0
3232,parched,6.0
3233,pare,5.0
3234,pared,6.0
3235,pares,6.0
3236,park,7.0
3237,parks,8.0
3238,pars,7.0
3239,parse,4.0
3240,part,3.0
3241,parts,4.0
3242,pass,5.0
3243,passed,6.0
3244,past,3.0
3245,paste,5.0
3246,pastes,6.0
3247,pasts,4.0
3248,pat,5.0
3249,patch,8.0
3250,path,4.0
3251,paths,5.0
3252,pats,6.0
3253,paunch,7.0
3254,pause,5.0
3255,paused,6.0
3256,pave,5.0
3257,paved,6.0
3258,paves,6.0
3259,paw,10.0
3260,pawn,7.0
3261,pawns,8.0
3262,paws,11.0
3263,pay,5.0
3264,pays,6.0
3265,pea,8.0
3266,peace,3.0
3267,peach,21.0
3268,peak,4.0
3269,peaks,5.0
3270,peal,4.0
3271,peals,5.0
3272,pear,9.0
3273,pearl,8.0
3274,pearls,9.0
3275,pears,10.0
3276,peas,9.0
3277,peat,5.0
3278,peats,6.0
3279,peck,6.0
3280,pecked,7.0
3281,pecks,7.0
3282,pee,5.0
3283,peed,6.0
3284,peek,3.0
3285,peeked,4.0
3286,peeks,4.0
3287,peel,6.0
3288,peeled,7.0
3289,peels,7.0
3290,peep,5.0
3291,peeps,6.0
3292,peer,4.0
3293,peered,5.0
3294,peers,5.0
3295,pees,6.0
3296,peeve,5.0
3297,peg,13.0
3298,pegs,14.0
3299,pelt,9.0
3300,pelts,10.0
3301,pen,8.0
3302,pens,9.0
3303,perch,4.0
3304,perched,5.0
3305,perk,8.0
3306,perks,9.0
3307,pert,6.0
3308,pest,10.0
3309,pests,11.0
3310,pet,8.0
3311,pets,9.0
3312,pew,11.0
3313,pews,12.0
3314,phage,7.0
3315,phase,5.0
3316,phlegm,3.0
3317,phone,7.0
3318,phones,8.0
3319,phrase,10.0
3320,pi,4.0
3321,pick,5.0
3322,picked,6.0
3323,picks,6.0
3324,pie,8.0
3325,piece,5.0
3326,pier,9.0
3327,pierce,7.0
3328,pierced,8.0
3329,piers,10.0
3330,pies,9.0
3331,pig,28.0
3332,pigs,29.0
3333,pike,14.0
3334,pikes,15.0
3335,pile,6.0
3336,piled,7.0
3337,piles,7.0
3338,pill,4.0
3339,pills,5.0
3340,pimp,12.0
3341,pimps,13.0
3342,pin,9.0
3343,pinch,5.0
3344,pinched,6.0
3345,pine,19.0
3346,pines,20.0
3347,ping,6.0
3348,pinged,7.0
3349,pings,7.0
3350,pink,6.0
3351,pins,10.0
3352,pint,8.0
3353,pints,9.0
3354,pipe,10.0
3355,pipes,11.0
3356,pis,5.0
3357,piss,6.0
3358,pit,6.0
3359,pitch,6.0
3360,pith,6.0
3361,piths,7.0
3362,pits,7.0
3363,place,6.0
3364,plague,6.0
3365,plagued,7.0
3366,plagues,7.0
3367,plaid,8.0
3368,plaids,9.0
3369,plain,7.0
3370,plaint,11.0
3371,plan,5.0
3372,plane,29.0
3373,planes,30.0
3374,plank,7.0
3375,planks,8.0
3376,plans,6.0
3377,plant,10.0
3378,plants,11.0
3379,plaque,8.0
3380,plaques,9.0
3381,plate,7.0
3382,plates,8.0
3383,play,5.0
3384,played,6.0
3385,plays,6.0
3386,plea,3.0
3387,pleach,7.0
3388,plead,10.0
3389,pleads,11.0
3390,pleas,4.0
3391,please,4.0
3392,pleased,5.0
3393,pleat,6.0
3394,pleats,7.0
3395,pled,11.0
3396,pledge,6.0
3397,plied,6.0
3398,plies,6.0
3399,plight,3.0
3400,plights,4.0
3401,plod,6.0
3402,plop,6.0
3403,plopped,7.0
3404,plops,7.0
3405,plot,9.0
3406,plots,10.0
3407,plough,4.0
3408,plow,5.0
3409,plowed,6.0
3410,plows,6.0
3411,ploy,7.0
3412,pluck,6.0
3413,plucked,7.0
3414,plucks,7.0
3415,plug,11.0
3416,plugs,12.0
3417,plum,23.0
3418,plume,6.0
3419,plumes,7.0
3420,plump,6.0
3421,plums,24.0
3422,plunge,7.0
3423,plunged,8.0
3424,plunk,8.0
3425,plunked,9.0
3426,plunks,9.0
3427,plus,7.0
3428,plush,8.0
3429,ply,5.0
3430,poach,7.0
3431,poached,8.0
3432,pock,6.0
3433,pod,8.0
3434,pods,9.0
3435,point,8.0
3436,points,9.0
3437,poise,5.0
3438,poke,8.0
3439,poked,9.0
3440,pokes,9.0
3441,pole,7.0
3442,poles,8.0
3443,poll,3.0
3444,polled,4.0
3445,polls,4.0
3446,pomp,6.0
3447,pomps,7.0
3448,pond,6.0
3449,ponds,7.0
3450,pooch,5.0
3451,poof,11.0
3452,pool,5.0
3453,pools,6.0
3454,poop,9.0
3455,poops,10.0
3456,poor,5.0
3457,pop,8.0
3458,pope,10.0
3459,popes,11.0
3460,popped,9.0
3461,pops,9.0
3462,porch,9.0
3463,pore,6.0
3464,pores,7.0
3465,pork,7.0
3466,porks,8.0
3467,porn,6.0
3468,port,5.0
3469,ports,6.0
3470,pose,3.0
3471,posed,4.0
3472,posh,7.0
3473,post,5.0
3474,posts,6.0
3475,pot,7.0
3476,pots,8.0
3477,pouch,7.0
3478,pounce,7.0
3479,pound,6.0
3480,pounds,7.0
3481,pour,4.0
3482,poured,5.0
3483,pours,5.0
3484,pout,9.0
3485,pouts,10.0
3486,pox,12.0
3487,praise,5.0
3488,praised,6.0
3489,prance,5.0
3490,pranced,6.0
3491,prank,4.0
3492,pranks,5.0
3493,prawn,7.0
3494,pray,5.0
3495,prayed,6.0
3496,prayer,3.0
3497,prayers,4.0
3498,prays,6.0
3499,preach,7.0
3500,preached,8.0
3501,preen,6.0
3502,preened,7.0
3503,preens,7.0
3504,prep,6.0
3505,preps,7.0
3506,press,4.0
3507,prey,9.0
3508,preys,10.0
3509,price,7.0
3510,prick,7.0
3511,pricked,8.0
3512,pricks,8.0
3513,pride,3.0
3514,prides,4.0
3515,pried,5.0
3516,pries,5.0
3517,priest,10.0
3518,priests,11.0
3519,prim,5.0
3520,prime,5.0
3521,primp,5.0
3522,primped,6.0
3523,primps,6.0
3524,prince,9.0
3525,print,4.0
3526,prints,5.0
3527,prize,5.0
3528,pro,10.0
3529,probe,3.0
3530,probed,4.0
3531,probes,4.0
3532,prod,6.0
3533,prods,7.0
3534,prom,7.0
3535,prompt,5.0
3536,prone,6.0
3537,prong,10.0
3538,proof,5.0
3539,proofs,6.0
3540,prop,10.0
3541,props,11.0
3542,pros,11.0
3543,prose,7.0
3544,proud,6.0
3545,prove,4.0
3546,proved,5.0
3547,proves,5.0
3548,prow,8.0
3549,prowl,7.0
3550,prowled,8.0
3551,prowls,8.0
3552,prows,9.0
3553,prude,10.0
3554,prune,9.0
3555,prunes,10.0
3556,pry,4.0
3557,psalm,9.0
3558,psalms,10.0
3559,pseud,9.0
3560,pub,29.0
3561,pubs,30.0
3562,puck,5.0
3563,pucks,6.0
3564,pud,9.0
3565,puff,6.0
3566,puffed,7.0
3567,puffs,7.0
3568,pug,26.0
3569,pugs,27.0
3570,puke,10.0
3571,pukes,11.0
3572,pull,5.0
3573,pulled,6.0
3574,pulls,6.0
3575,pulp,6.0
3576,pulps,7.0
3577,pulse,4.0
3578,pump,8.0
3579,pumps,9.0
3580,pun,7.0
3581,punch,7.0
3582,punk,12.0
3583,punks,13.0
3584,puns,8.0
3585,punt,7.0
3586,punts,8.0
3587,pup,11.0
3588,pups,12.0
3589,pure,5.0
3590,purge,6.0
3591,purged,7.0
3592,purr,6.0
3593,purse,7.0
3594,push,5.0
3595,pushed,6.0
3596,puss,8.0
3597,put,
3598,put,
3599,puts,6.0
3600,putt,7.0
3601,putts,8.0
3602,pyre,4.0
3603,pyres,5.0
3604,quack,15.0
3605,quacks,16.0
3606,quad,10.0
3607,quaff,5.0
3608,quail,16.0
3609,quails,17.0
3610,quaint,5.0
3611,quake,4.0
3612,quakes,5.0
3613,qualm,5.0
3614,qualms,6.0
3615,quark,4.0
3616,quart,8.0
3617,quarts,9.0
3618,quartz,5.0
3619,quash,3.0
3620,quashed,4.0
3621,quay,13.0
3622,quays,14.0
3623,queen,23.0
3624,queens,24.0
3625,queer,5.0
3626,quell,8.0
3627,quelled,9.0
3628,quells,9.0
3629,quench,8.0
3630,quenched,9.0
3631,quest,6.0
3632,quests,7.0
3633,queue,6.0
3634,quick,9.0
3635,quid,6.0
3636,quill,9.0
3637,quills,10.0
3638,quilt,5.0
3639,quince,21.0
3640,quint,8.0
3641,quints,9.0
3642,quip,8.0
3643,quire,3.0
3644,quirk,5.0
3645,quirks,6.0
3646,quit,
3647,quit,
3648,quite,9.0
3649,quits,4.0
3650,quiz,2.0
3651,quote,7.0
3652,quotes,8.0
3653,race,3.0
3654,rack,11.0
3655,racks,12.0
3656,raft,4.0
3657,rafts,5.0
3658,rag,8.0
3659,rage,5.0
3660,rags,9.0
3661,raid,7.0
3662,raids,8.0
3663,rail,9.0
3664,rails,10.0
3665,rain,8.0
3666,rains,9.0
3667,raise,5.0
3668,raised,6.0
3669,rake,8.0
3670,rakes,9.0
3671,ram,7.0
3672,rammed,8.0
3673,ramp,8.0
3674,ramps,9.0
3675,rams,8.0
3676,ran,7.0
3677,ranch,10.0
3678,range,7.0
3679,rank,5.0
3680,ranks,6.0
3681,rant,7.0
3682,rants,8.0
3683,rap,7.0
3684,rape,4.0
3685,raped,5.0
3686,rapes,5.0
3687,rapped,8.0
3688,raps,8.0
3689,rapt,5.0
3690,rare,6.0
3691,rash,6.0
3692,rasp,8.0
3693,rasps,9.0
3694,rat,22.0
3695,ratch,7.0
3696,rate,8.0
3697,rates,9.0
3698,rats,23.0
3699,rave,6.0
3700,raved,7.0
3701,raves,7.0
3702,raw,7.0
3703,ray,9.0
3704,rays,10.0
3705,raze,6.0
3706,reach,4.0
3707,reached,5.0
3708,read,3.0
3709,reads,4.0
3710,real,5.0
3711,realm,5.0
3712,realms,6.0
3713,ream,5.0
3714,reams,6.0
3715,reap,4.0
3716,reaped,5.0
3717,reaps,5.0
3718,rear,4.0
3719,red,
3720,red,
3721,reed,13.0
3722,reeds,14.0
3723,reef,8.0
3724,reefs,9.0
3725,reek,10.0
3726,reeked,11.0
3727,reeks,11.0
3728,reel,6.0
3729,reels,7.0
3730,ref,9.0
3731,refs,10.0
3732,reign,4.0
3733,reigns,5.0
3734,rein,7.0
3735,reins,8.0
3736,rend,8.0
3737,rends,9.0
3738,rent,9.0
3739,rep,9.0
3740,reps,10.0
3741,rest,4.0
3742,rests,5.0
3743,ret,5.0
3744,retch,5.0
3745,rev,4.0
3746,rheum,5.0
3747,rheums,6.0
3748,rhyme,4.0
3749,rhymes,5.0
3750,rib,7.0
3751,ribs,8.0
3752,rice,7.0
3753,rich,4.0
3754,rick,8.0
3755,ricks,9.0
3756,rid,6.0
3757,ride,4.0
3758,rides,5.0
3759,ridge,8.0
3760,rife,7.0
3761,rift,7.0
3762,rifts,8.0
3763,rig,6.0
3764,right,7.0
3765,rigs,7.0
3766,rile,7.0
3767,rill,5.0
3768,rills,6.0
3769,rim,6.0
3770,rime,8.0
3771,rimes,9.0
3772,rims,7.0
3773,rind,7.0
3774,rinds,8.0
3775,ring,6.0
3776,rings,7.0
3777,rink,29.0
3778,rinks,30.0
3779,rinse,6.0
3780,rinsed,7.0
3781,rip,7.0
3782,ripe,7.0
3783,ripped,8.0
3784,rips,8.0
3785,rise,4.0
3786,risk,4.0
3787,risks,5.0
3788,rite,6.0
3789,rites,7.0
3790,rive,8.0
3791,roach,6.0
3792,road,14.0
3793,roads,15.0
3794,roam,4.0
3795,roamed,5.0
3796,roams,5.0
3797,roar,7.0
3798,roared,8.0
3799,roars,8.0
3800,roast,8.0
3801,roasts,9.0
3802,rob,5.0
3803,robbed,6.0
3804,robe,22.0
3805,robes,23.0
3806,robs,6.0
3807,rock,4.0
3808,rocks,5.0
3809,rod,7.0
3810,rode,5.0
3811,rods,8.0
3812,roe,7.0
3813,roes,8.0
3814,rogue,11.0
3815,rogues,12.0
3816,role,5.0
3817,roles,6.0
3818,roll,5.0
3819,rolled,6.0
3820,rolls,6.0
3821,rome,9.0
3822,romp,5.0
3823,rood,7.0
3824,roods,8.0
3825,roof,6.0
3826,roofs,7.0
3827,rook,7.0
3828,rooks,8.0
3829,room,13.0
3830,rooms,14.0
3831,roost,7.0
3832,roosts,8.0
3833,root,7.0
3834,roots,8.0
3835,rope,7.0
3836,ropes,8.0
3837,rose,5.0
3838,rot,5.0
3839,rote,5.0
3840,rotes,6.0
3841,rough,8.0
3842,round,8.0
3843,rouse,5.0
3844,roused,6.0
3845,rout,5.0
3846,route,6.0
3847,routes,7.0
3848,routs,6.0
3849,rove,5.0
3850,roved,6.0
3851,roves,6.0
3852,row,5.0
3853,rows,6.0
3854,rub,4.0
3855,rubbed,5.0
3856,rubs,5.0
3857,rude,9.0
3858,ruff,4.0
3859,rug,6.0
3860,rugs,7.0
3861,rule,5.0
3862,rules,6.0
3863,rum,9.0
3864,rump,5.0
3865,rumps,6.0
3866,rums,10.0
3867,run,6.0
3868,rune,8.0
3869,runes,9.0
3870,rung,8.0
3871,rungs,9.0
3872,runs,7.0
3873,runt,11.0
3874,runts,12.0
3875,ruse,7.0
3876,rush,4.0
3877,rushed,5.0
3878,rust,5.0
3879,rusts,6.0
3880,rut,8.0
3881,ruts,9.0
3882,rye,10.0
3883,ryes,11.0
3884,sack,7.0
3885,sacks,8.0
3886,sad,8.0
3887,safe,4.0
3888,sag,6.0
3889,sage,9.0
3890,sagged,7.0
3891,sags,7.0
3892,said,6.0
3893,sail,4.0
3894,sailed,5.0
3895,sails,5.0
3896,saint,5.0
3897,saints,6.0
3898,sake,5.0
3899,sakes,6.0
3900,sale,7.0
3901,sales,8.0
3902,salt,5.0
3903,salts,6.0
3904,salve,6.0
3905,salves,7.0
3906,same,8.0
3907,sand,8.0
3908,sands,9.0
3909,sane,5.0
3910,sap,8.0
3911,sapped,9.0
3912,saps,9.0
3913,sash,12.0
3914,sass,6.0
3915,sat,4.0
3916,sate,3.0
3917,sauce,8.0
3918,save,3.0
3919,saved,4.0
3920,saves,4.0
3921,saw,5.0
3922,sax,13.0
3923,say,5.0
3924,says,6.0
3925,scab,6.0
3926,scabbed,7.0
3927,scabs,7.0
3928,scads,5.0
3929,scald,8.0
3930,scalds,9.0
3931,scale,9.0
3932,scales,10.0
3933,scalp,25.0
3934,scalps,26.0
3935,scamp,12.0
3936,scan,5.0
3937,scanned,6.0
3938,scans,6.0
3939,scant,6.0
3940,scar,6.0
3941,scarce,6.0
3942,scare,5.0
3943,scared,6.0
3944,scares,6.0
3945,scarf,22.0
3946,scars,7.0
3947,scarves,23.0
3948,scat,5.0
3949,scene,6.0
3950,scenes,7.0
3951,scent,8.0
3952,scents,9.0
3953,scheme,9.0
3954,schemes,10.0
3955,schist,5.0
3956,school,6.0
3957,schools,7.0
3958,scoff,7.0
3959,scoffs,8.0
3960,scold,9.0
3961,scolds,10.0
3962,sconce,7.0
3963,scone,10.0
3964,scones,11.0
3965,scoop,5.0
3966,scooped,6.0
3967,scoops,6.0
3968,scoot,7.0
3969,scoots,8.0
3970,scope,7.0
3971,scopes,8.0
3972,scorch,5.0
3973,scorched,6.0
3974,score,5.0
3975,scores,6.0
3976,scorn,3.0
3977,scorns,4.0
3978,scot,9.0
3979,scotch,8.0
3980,scots,10.0
3981,scour,3.0
3982,scoured,4.0
3983,scourge,11.0
3984,scours,
3985,scours,
3986,scout,9.0
3987,scouts,10.0
3988,scow,20.0
3989,scowl,6.0
3990,scowled,7.0
3991,scowls,7.0
3992,scram,5.0
3993,scrap,5.0
3994,scrape,6.0
3995,scraped,7.0
3996,scrapes,7.0
3997,scraps,6.0
3998,scratch,5.0
3999,scratched,6.0
4000,scrawl,6.0
4001,scrawled,7.0
4002,scrawls,7.0
4003,scream,6.0
4004,screamed,7.0
4005,screams,7.0
4006,scree,4.0
4007,screech,8.0
4008,screed,7.0
4009,screen,4.0
4010,screens,5.0
4011,screw,10.0
4012,screws,11.0
4013,scribe,7.0
4014,scrimp,3.0
4015,scrip,13.0
4016,script,9.0
4017,scripts,10.0
4018,scrounge,5.0
4019,scrub,7.0
4020,scrubbed,8.0
4021,scrubs,8.0
4022,scruff,11.0
4023,scrum,4.0
4024,scrunch,7.0
4025,scud,7.0
4026,scuff,6.0
4027,scuffed,7.0
4028,scuffs,7.0
4029,scum,4.0
4030,sea,6.0
4031,seal,4.0
4032,sealed,5.0
4033,seals,5.0
4034,seam,8.0
4035,seams,9.0
4036,sear,6.0
4037,search,3.0
4038,seas,7.0
4039,seat,7.0
4040,seats,8.0
4041,sect,6.0
4042,sects,7.0
4043,see,4.0
4044,seed,9.0
4045,seeds,10.0
4046,seek,5.0
4047,seeks,6.0
4048,seem,5.0
4049,seemed,6.0
4050,seems,6.0
4051,seep,5.0
4052,seeped,6.0
4053,seeps,6.0
4054,seer,9.0
4055,seers,10.0
4056,sees,5.0
4057,seize,6.0
4058,seized,7.0
4059,self,3.0
4060,sell,4.0
4061,sells,5.0
4062,selves,4.0
4063,send,4.0
4064,sends,5.0
4065,sense,5.0
4066,sent,5.0
4067,serf,9.0
4068,serfs,10.0
4069,serve,6.0
4070,served,7.0
4071,serves,7.0
4072,set,
4073,set,
4074,sets,7.0
4075,sew,5.0
4076,sewed,6.0
4077,sews,6.0
4078,sex,5.0
4079,shack,9.0
4080,shacks,10.0
4081,shade,5.0
4082,shades,6.0
4083,shaft,8.0
4084,shafts,9.0
4085,shag,5.0
4086,shah,10.0
4087,shahs,11.0
4088,shake,5.0
4089,shakes,6.0
4090,shale,7.0
4091,shall,5.0
4092,sham,6.0
4093,shame,3.0
4094,shames,4.0
4095,shams,7.0
4096,shank,9.0
4097,shanks,10.0
4098,shape,4.0
4099,shapes,5.0
4100,shard,6.0
4101,shards,7.0
4102,share,5.0
4103,shared,6.0
4104,shares,6.0
4105,shark,27.0
4106,sharks,28.0
4107,sharp,6.0
4108,shave,7.0
4109,shaved,8.0
4110,shaves,8.0
4111,shawl,23.0
4112,shawls,24.0
4113,she,8.0
4114,sheaf,8.0
4115,sheafs,9.0
4116,shear,5.0
4117,shears,6.0
4118,sheath,6.0
4119,sheathe,3.0
4120,sheaths,7.0
4121,shed,
4122,shed,
4123,sheds,5.0
4124,sheen,8.0
4125,sheens,9.0
4126,sheep,
4127,sheep,
4128,sheer,4.0
4129,sheet,3.0
4130,sheets,4.0
4131,sheik,8.0
4132,sheiks,9.0
4133,shelf,6.0
4134,shell,5.0
4135,shells,6.0
4136,shelve,5.0
4137,shelves,7.0
4138,shield,6.0
4139,shields,7.0
4140,shift,3.0
4141,shifts,4.0
4142,shin,5.0
4143,shine,3.0
4144,shines,4.0
4145,shins,6.0
4146,ship,21.0
4147,ships,22.0
4148,shire,7.0
4149,shires,8.0
4150,shirk,4.0
4151,shirked,5.0
4152,shirks,5.0
4153,shirt,22.0
4154,shirts,23.0
4155,shit,9.0
4156,shits,10.0
4157,shoal,4.0
4158,shoals,5.0
4159,shock,5.0
4160,shocks,6.0
4161,shoe,21.0
4162,shoes,22.0
4163,shone,4.0
4164,shoo,5.0
4165,shook,6.0
4166,shoot,8.0
4167,shoots,9.0
4168,shop,14.0
4169,shops,15.0
4170,shore,9.0
4171,shores,10.0
4172,short,8.0
4173,shot,9.0
4174,should,5.0
4175,shout,6.0
4176,shouts,7.0
4177,shove,6.0
4178,shoved,7.0
4179,shoves,7.0
4180,show,3.0
4181,showed,4.0
4182,shows,4.0
4183,shred,5.0
4184,shreds,6.0
4185,shrew,10.0
4186,shrewd,6.0
4187,shriek,7.0
4188,shrieked,8.0
4189,shrieks,8.0
4190,shrift,4.0
4191,shrike,31.0
4192,shrill,7.0
4193,shrimp,
4194,shrimp,
4195,shrine,30.0
4196,shrines,31.0
4197,shrink,6.0
4198,shrinks,7.0
4199,shrive,5.0
4200,shroud,4.0
4201,shrub,15.0
4202,shrubs,16.0
4203,shrug,6.0
